month,time,DNI_kW_m2,eta_optical_mean,eta_cos_mean,eta_shadow_mean,eta_trunc_mean,power_MW,unit_power_kW_m2
8,12.0,1.0543649589786372,0.5330950165707754,0.7897086675410582,0.7764600045001294,0.9802343749999998,13.902815265389028,0.5620767052783615
8,13.5,1.041648305926071,0.508572784840513,0.7476706755494661,0.7764600045001294,0.9790078125,13.103321393098307,0.5297539797692246
8,15.0,0.9956097226800013,0.4741611588192924,0.6903333986240149,0.7764600045001294,0.9792500000000001,11.676757743336605,0.4720794598377037
9,9.0,0.9479074216376175,0.5303157643433566,0.8037114155723162,0.774208157715277,0.9789921875,12.433907329017451,0.5026902488324936
9,10.5,1.0102231630242495,0.5343870694840074,0.8002308071777,0.7764600045001294,0.9793046875000002,13.353048561014754,0.5398501956133934
9,12.0,1.026795227213093,0.5227710372300397,0.7759266397766391,0.7764600045001294,0.9794687500000001,13.277078568565534,0.5367788059530428
9,13.5,1.0102231630242495,0.498282139540284,0.7322269824710956,0.7764600045001294,0.9801249999999998,12.450873133573946,0.5033761590848762
9,15.0,0.9479074216376175,0.4609730895002636,0.6726203330290494,0.7740467403841422,0.9792812500000002,10.808082771429962,0.43695981271252154
10,9.0,0.871393739595667,0.4908519386351377,0.7868307204564553,0.7366589971320753,0.9797499999999999,10.579669755567265,0.42772530639505546
10,10.5,0.9603540966246885,0.521414837310576,0.7827663920361172,0.7755084873062473,0.9797187500000001,12.385739565317005,0.5007428750521072
10,12.0,0.9830280897398642,0.5097944797018652,0.7581402734612064,0.7764550500127654,0.9787265625,12.39561907360479,0.5011422935412526
10,13.5,0.9603540966246885,0.48474652900626153,0.7142769477088465,0.7756280211116832,0.9792109374999999,11.514716946742244,0.4655283149557617
10,15.0,0.871393739595667,0.4296275185026856,0.6546579018081524,0.7375509734275518,0.979203125,9.260057679105806,0.3743747299812618
11,9.0,0.7772951094738468,0.4186232076880057,0.7710405219070959,0.6478512210394336,0.9794531249999998,8.048526933798149,0.3253937720481413
11,10.5,0.9004588187516018,0.49546109513101677,0.7665153103358103,0.7545093732154194,0.9798749999999999,11.035209418828112,0.4461423124590504
11,12.0,0.9308152229992321,0.49451158526712335,0.7421209470308985,0.7697607838699944,0.9793125,11.38536906719704,0.46029891151612123
11,13.5,0.9004588187516018,0.46110916125878615,0.6991070787239325,0.7528551432424612,0.9793046874999999,10.270102354021018,0.4152098106626284
11,15.0,0.7772951094738468,0.37193855889513966,0.6409822804943235,0.6492018459763539,0.9794140625,7.1509592731816705,0.2891060228539424
12,9.0,0.7391583800545818,0.39182703610185166,0.7657820196519475,0.6123506068735506,0.9799296875,7.163727697045477,0.28962223726663283
12,10.5,0.8763811468209349,0.48104295032554656,0.7611136593830234,0.7383768361622851,0.9797265624999998,10.427592379191626,0.4215769724764285
12,12.0,0.9099380317765404,0.48506667126223596,0.7368740491929343,0.7602029458826378,0.9800156250000002,10.917430049180648,0.4413806121287571
12,13.5,0.8763811468209349,0.44779616211522427,0.6942917173445089,0.7360767262744706,0.9796328125,9.706900068577918,0.39244011409655355
12,15.0,0.7391583800545818,0.34911149256663077,0.6368918339337494,0.6129382550212588,0.9795390625000001,6.382764429778561,0.25804868530398795
